biotools_id,name,description,homepage,topics,functions,tool_type,license,cost,maturity,language,url,publications
algicidedb,AlgicideDB,"AlgicideDB is a database containing information on algicides targeting harmful algal blooms, incorporating a large language model for query assistance. The platform facilitates the exploration of algicidal compounds and aims to support the development of safe and effective HAB control strategies.",http://algicidedb.ocean-meta.com/#/,Toxicology,Data retrieval,,,,,,http://algicidedb.ocean-meta.com/#/,10.3389/FMICB.2025.1611403
align-gvgd,Align-GVGD,"A freely available, web-based program that combines the biophysical characteristics of amino acids and protein multiple sequence alignments to predict where missense substitutions in genes of interest fall in a spectrum from enriched delterious to enriched neutral. Align-GVGD is an extension of the original Grantham difference to multiple sequence alignments and true simultaneous multiple comparisons.",http://agvgd.hci.utah.edu/,Biophysics,Enrichment analysis; Multiple sequence alignment; Polymorphism detection; Sequence alignment; Sequence alignment analysis (conservation),Web application,,,,,http://agvgd.hci.utah.edu/,10.1136/jmg.2005.033878; 10.1093/nar/gkj518
allofinder,AlloFinder,"Identifies potential endogenous or exogenous allosteric modulators as well as their characterization in human allosterome. Automatically amalgamates allosteric site identification, allosteric screening and allosteric scoring evaluation of modulator–protein complexes to identify allosteric modulators, followed by allosterome mapping analyses of predicted allosteric sites and modulators in human proteome. Enables identification of allosteric metabolites for metabolic enzymes and screening of potential allosteric compounds for disease-related targets.",http://mdl.shsmu.edu.cn/ALF/,Drug discovery,Natural product identification; Post-translation modification site prediction; Protein-ligand docking,Web application,,,,,http://mdl.shsmu.edu.cn/ALF/,10.1093/nar/gky374
allopred,AlloPred,Web server uses normal mode analysis and pocket features to predict allosteric pockets on proteins.,http://www.sbg.bio.ic.ac.uk/allopred/home,Binding sites,Protein binding site prediction,Command-line tool,MIT,,,,https://github.com/jgreener64/allopred,10.1186/s12859-015-0771-1
alloreverse,AlloReverse,Web server for multiscale analysis of multiple allosteric regulations.,https://mdl.shsmu.edu.cn/AlloReverse/,Medicinal chemistry,Pathway analysis; Protein feature detection; Protein structure validation; Small molecule design,Web application,,Free of charge,,,https://mdl.shsmu.edu.cn/AlloReverse/,10.1093/nar/gkad279
alloscore,Alloscore,Web server that predicts the binding affinities of allosteric ligand-protein interactions.,http://mdl.shsmu.edu.cn/alloscore/,Molecular modelling,Protein binding site prediction; Protein sequence analysis; Protein structure analysis; Protein-protein interaction prediction,Web application,,,,,http://mdl.shsmu.edu.cn/alloscore/,26803160
alloviz,AlloViz,"AlloViz is a Python package for computing, analyzing, and visualizing protein allosteric communication networks. It integrates existing methods and facilitates the calculation of consensus-like scores based on multiple structural aspects of allosteric networks.",https://alloviz.readthedocs.io/,Molecular dynamics,Molecular dynamics; Network visualisation; Residue interaction calculation; Simulation analysis; Transmembrane protein prediction,,,,,Python,https://alloviz.readthedocs.io/,10.1016/J.CSBJ.2024.04.047
almost,ALMOST,"This modelling environment provides powerful and efficient algorithms for molecular simulation, homology modeling, de novo design and ab-initio calculations.",http://www-mvsoftware.ch.cam.ac.uk,Molecular modelling; Structural biology,Protein modelling,Command-line tool,,,,C++,http://www-mvsoftware.ch.cam.ac.uk,10.1002/jcc.23588
alphacharges,AlphaCharges,"AlphaCharges is a web server for the calculation of partial atomic charges on protein structures, created by AlphaFold.",https://alphacharges.ncbr.muni.cz,Cheminformatics,Deposition; Forcefield parameterisation; Protein structure prediction,Web application,MIT,Free of charge,,Python,https://github.com/sb-ncbr/AlphaCharges,
alphafold2,AlphaFold2,"AlphaFold2 is an AI system developed by Google DeepMind that predicts protein structures from amino acid sequences with high accuracy. It offers a web interface, API documentation, and Docker containers for users to access and utilize its capabilities in various research areas, particularly drug discovery and structural biology.",https://www.alphafold.ebi.ac.uk/,Drug discovery; Molecular modelling,Molecular dynamics; Protein structure prediction; Protein-protein docking; Transmembrane protein prediction; Virtual screening,,,,,,https://www.alphafold.ebi.ac.uk/,10.3390/IJMS251810139; 10.1021/ACS.JCIM.4C01388; 10.1101/2024.09.06.611604
alphalasso,AlphaLasso,"AlphaLasso is a web server for identifying and analyzing lasso motifs in protein structures, particularly those solved by AlphaFold. It provides visualization tools, metadata annotation, and precomputed lasso topologies for large-scale analysis.",https://alphalasso.cent.uw.edu.pl/,Biophysics,Cysteine bridge detection; Free cysteine detection; Loop modelling; Visualisation,,,,,,https://alphalasso.cent.uw.edu.pl/,10.1093/NAR/GKAF375
alphamod,Alphamod,"Alphamod is a novel pipeline that incorporates AlphaFold2 with MODELLER, a template-based modeling program. Additionally, our tool can drive a comprehensive quality assessment of the tertiary protein structure by incorporating and comparing a set of different quality assessment tools.",https://github.com/Fabio-Gil-Z/AlphaMod,Molecular modelling,Molecular model refinement; Protein modelling; Protein structure prediction; Protein structure validation,Command-line tool,Freeware,Free of charge,Mature,"Python, C",https://github.com/Fabio-Gil-Z/AlphaMod,10.1016/j.csbj.2023.10.056
alphaspace2,AlphaSpace2,AlphaSpace2 is a surface topographical mapping tool.,http://www.nyu.edu/projects/yzhang/AlphaSpace2,Molecular modelling,Mapping; Protein interaction prediction; Protein-protein binding site prediction,Script,,,,Python,http://www.nyu.edu/projects/yzhang/AlphaSpace2,10.1021/ACS.JCIM.9B00652
alsace,alsace,"Alternating Least Squares (or Multivariate Curve Resolution) for analytical chemical data, in particular hyphenated data where the first direction is a retention time axis, and the second a spectral axis. Package builds on the basic als function from the ALS package and adds functionality for high-throughput analysis, including definition of time windows, clustering of profiles, retention time correction, etcetera.",http://bioconductor.org/packages/release/bioc/html/alsace.html,Cheminformatics,Clustering,Library,GPL-2.0,,,R,https://git.bioconductor.org/packages/alsace,
altmod,altMOD,"Revisiting the ""satisfaction of spatial restraints"" approach of MODELLER for protein homology modeling.

altMOD is a MODELLER (https://salilab.org/modeller/) [1] plugin for improved 3D homology model building. Right now, it allows to incorporate in the program's objective function terms for interatomic distances statistical potentials, such as DOPE [2] and DFIRE [3]. The effect of adding statistical potentials in the objective function of MODELLER is described in Revisiting the ""satisfaction of spatial restraints"" approach of MODELLER for protein homology modeling"" (Janson et al., 2019). In a benchmark with 225 single-template homology models, we found that the inclusion of DOPE in the objective function of MODELLER brings an average improvement of 1.3% and 2.0% in GDT-HA [4] and lDDT [5] and a large improvement of -29.8% in MolProbity scores [6]",https://github.com/pymodproject/altmod,Molecular modelling,Phasing; Protein modelling; Protein structure validation,,,,,Python,https://github.com/pymodproject/altmod,10.1371/JOURNAL.PCBI.1007219
alzgps,AlzGPS,A Genome-wide Positioning Systems Platform to Catalyze Multi-omics for Alzheimer’s Therapeutic Discovery. A Network-based multi-omics analysis informs Alzheimer's patient care and therapeutic development.,https://alzgps.lerner.ccf.org,Pharmacology,Database search; Deposition; Network visualisation,Database portal,,,,,https://alzgps.lerner.ccf.org,10.1101/2020.09.17.302612
amber,AMBER,"The Assisted Model Building with Energy Refinement tool refers to two things: a set of molecular mechanical force fields for the simulation of biomolecules (which are in the public domain, and are used in a variety of simulation programs); and a package of molecular simulation programs which includes source code and demos.",http://ambermd.org/,Molecular modelling,Modelling and simulation,Desktop application,,,,"C++, Fortran, C",http://ambermd.org/,10.1002/jcc.20290; 10.1002/wcms.1121
ambergpumdsimulation,AmberGPUMDSimulation,An automated workflow tool for Kepler to perform AMBER GPU molecular dynamics simulations.,https://github.com/nbcrrolls/workflows/tree/master/Production/AmberGPUMDSimulation,Molecular dynamics,Molecular dynamics,Plug-in,LGPL-2.0,,,R,https://github.com/nbcrrolls/workflows/tree/master/Production/AmberGPUMDSimulation,10.1016/j.bpj.2017.04.055
ambermdrun,AmberMDrun,A scripting tool for running amber MD in an easy way.,https://github.com/9527567/AmberMDrun,Medicinal chemistry; Molecular dynamics; Molecular modelling,Forcefield parameterisation; Molecular dynamics; Protein-ligand docking; Small molecule design,Command-line tool,MIT,Free of charge,,"C++, Python",https://github.com/9527567/AmberMDrun,10.3390/biom13040635
ambertools,AmberTools,"Consists of several independently developed packages that work well by themselves, and with Amber (Assisted Model Building with Energy Refinement) itself. The suite can also be used to carry out complete (non-periodic) molecular dynamics simulations (using NAB), with generalized Born solvent models.",http://ambermd.org/#AmberTools,Molecular dynamics; Molecular modelling,Molecular dynamics simulation,Suite,,,,"C++, Fortran, C",http://ambermd.org/#AmberTools,10.1002/jcc.20290
ambit-sln,Ambit-SLN,Open Source Software Library for Processing of Chemical Objects via SLN Linear Notation.,http://ambit.sourceforge.net/,Cheminformatics,Chemical similarity enrichment; Database search; Parsing,Desktop application,LGPL-3.0,Free of charge,,Java,https://github.com/ideaconsult/ambit-mirror,10.1002/MINF.202100027
ambit-smirks,Ambit-SMIRKS,"Software module for reaction representation, reaction search and structure transformation.",http://ambit.sourceforge.net/smirks/,Cheminformatics,Pathway or network analysis,Web application,Apache-2.0,,,Java,http://ambit.sourceforge.net/smirks/,10.1186/s13321-018-0295-6
amdock,AMDock,A versatile graphical tool for assisting molecular docking with Autodock Vina and Autodock4.,https://github.com/Valdes-Tresanco-MS,Medicinal chemistry; Molecular modelling,Protein-ligand docking; Visualisation,Desktop application,,,,Python,https://github.com/Valdes-Tresanco-MS/AMDock,10.1186/S13062-020-00267-2
amigo2,AMIGO2,"Multi-platform (Windows and Linux) toolbox which covers all the steps of the iterative identification procedure: local and global sensitivity analysis, local and global ranking of parameters, parameter estimation, identifiability analysis and optimal experimental design.",https://sites.google.com/site/amigo2toolbox/,Molecular modelling,Molecular dynamics simulation; Network simulation; Statistical calculation,Command-line tool,,,,"MATLAB, C",https://sites.google.com/site/amigo2toolbox/,10.1093/bioinformatics/btw411
ammpdb,AMMPDB,Curated database of Indian anti-tubercular medicinal plants.,https://www.ammpdb.com/,Medicinal chemistry,Database search; Small molecule design; Text mining,Database portal,,Free of charge,,,https://www.ammpdb.com/,10.1016/J.JAIM.2023.100712
amp-bert,AMP-BERT,Prediction of antimicrobial peptide function based on a BERT model.,https://github.com/GIST-CSBL/AMP-BERT,Drug discovery,Antimicrobial resistance prediction; Sequence classification,Script,GPL-3.0,Free of charge,,Python,https://github.com/GIST-CSBL/AMP-BERT,10.1002/pro.4529
